creature	,	生物	,	生物	,	생물	,
sharp / steep / rapid downward trend (in)	,	尖銳/陡/快速下降的趨勢（在）	,	シャープ/急/急速な減少傾向（中）	,	샤프 / 가파른 / 급격한 하락 추세 (투입)	,
marked / significant	,	標/顯著	,	マーク/重要	,	표시 / 의미	,
dramatic	,	戲劇性	,	劇的	,	극적인	,
to rise / increase	,	上升/增加	,	上昇/増加に	,	상승 / 증가	,
to fall / decline / decrease slightly / steadily / gradually	,	落/下降/減少輕微/穩定/逐漸	,	秋/減少/減少にわずか/着実/徐々に	,	가을 / 감소 / 감소에 약간 / 안정적 / 점차	,
to drop sharply / steeply / rapidly	,	大幅下降/急劇/快速	,	急激/急速/急激に低下します	,	신속 / 가파르게 / 급격히 떨어 뜨리지	,
dramatically	,	顯著	,	劇的	,	극적으로	,
above	,	以上	,	上記	,	위의	,
academic	,	學術的	,	アカデミック	,	학생	,
adequately	,	充分	,	適切	,	적절하게	,
advantages	,	優點	,	利点	,	장점	,
allow	,	允許	,	許します	,	허용하다	,
alphabetically	,	按字母順序	,	アルファベット順	,	알파벳 순으로	,
among	,	其中	,	間で	,	의 사이에	,
argue	,	爭論	,	論じます	,	논하다	,
arranged	,	安排	,	配置されました	,	배치	,
attention	,	注意	,	注意	,	주의	,
author	,	作者	,	著者	,	저자	,
beaches	,	海灘	,	ビーチ	,	해변	,
cited	,	引用	,	引用	,	인용	,
coherent	,	相干	,	コヒーレント	,	일관된	,
communicating	,	通信	,	通信	,	통신	,
comprehend	,	理解	,	理解します	,	이해합니다	,
consider	,	考慮	,	考えます	,	치다	,
convey	,	傳達	,	伝える	,	나르다	,
criteria	,	標準	,	基準	,	기준	,
current	,	當前	,	電流	,	흐름	,
dangerous	,	危險	,	危険な	,	위험한	,
degrees	,	度	,	度	,	도	,
differences	,	分歧	,	違い	,	차이	,
dramatically	,	顯著	,	劇的	,	극적으로	,
effect	,	影響	,	効果	,	효과	,
effectiveness	,	效用	,	効果	,	유효성	,
entries	,	項	,	エントリー	,	항목	,
excess	,	過量	,	過剰	,	초과	,
expert	,	專家	,	専門	,	전문가	,
generally	,	通常	,	概して	,	일반적으로	,
humid	,	濕	,	蒸し暑いです	,	습기있는	,
identified	,	確定	,	識別	,	확인	,
impact	,	碰撞	,	影響	,	타격	,
indeed	,	確實	,	確かに	,	과연	,
isolation	,	隔離	,	隔離	,	격리	,
marvellous	,	奇妙	,	素晴らしい	,	기이	,
mentioned	,	提到	,	言及	,	말하는	,
modern	,	現代	,	近代的	,	현대	,
movement	,	運動	,	移動	,	운동	,
overall	,	總體	,	全体	,	사무용 겉옷	,
particular	,	特定	,	特定の	,	특정한	,
pollution	,	污染	,	汚染	,	타락	,
popular	,	流行	,	人気のあります	,	인기 있는	,
positive	,	正	,	ポジティブ	,	양	,
previous	,	以前	,	前	,	이전	,
provide	,	提供	,	供給する	,	제공	,
publication	,	出版物	,	出版	,	출판	,
recent	,	最近	,	最近	,	충적세	,
reference	,	參考	,	参照	,	참고	,
regarding	,	關於	,	に対する	,	...에 관해서	,
reiterate	,	重申	,	繰り返します	,	투자 의견	,
relevant	,	相應	,	関連しました	,	관련된	,
reliable	,	可靠	,	信頼性のある	,	신뢰할 수있는	,
require	,	要求	,	必要とする	,	필요	,
season	,	季節	,	シーズン	,	시즌	,
sentence	,	句子	,	文	,	문장	,
sought	,	追捧	,	求め	,	모색	,
specific	,	具體	,	明確な	,	특유한	,
spending	,	開支	,	支出	,	지출	,
still	,	仍然	,	やはり	,	아직도	,
thesis	,	論文	,	定説	,	명제	,
topic	,	話題	,	トピック	,	이야기	,
tourist	,	遊客	,	ツーリスト	,	관광객	,
tremendous	,	巨大	,	凄まじいです	,	거대한	,
trend	,	趨勢	,	傾向	,	경향	,
variety	,	品種	,	多様	,	종류	,
vocabulary	,	詞彙	,	単語	,	어휘	,
whether	,	是否	,	かどうか	,	인지 어떤지	,
wide	,	寬	,	ワイド	,	넓은	,
consider	,	考慮	,	考えます	,	치다	,
sentence	,	句子	,	文	,	문장	,
ordinary	,	普通	,	一般	,	보통주	,
guys	,	人	,	みんな	,	사람	,
comprehend	,	理解	,	理解します	,	이해합니다	,
tone	,	音	,	トーン	,	음정	,
academic	,	學術的	,	アカデミック	,	학생	,
formal-colloquial	,	正規口語	,	正式-口語	,	공식-구어체	,
elegant	,	優雅	,	エレガント	,	우아한	,
variation	,	變異	,	変化	,	변화	,
vocabulary	,	詞彙	,	単語	,	어휘	,
synonyms	,	同義詞	,	同義語	,	동의어	,
paraphrases	,	釋義	,	言い換え	,	의역	,
pronouns	,	代詞	,	代名詞	,	대명사	,
smoking	,	抽煙	,	喫煙	,	흡연	,
habit	,	習慣	,	習慣	,	습관	,
additional	,	額外	,	追加	,	부가적인	,
fact	,	事實	,	事実	,	것	,
sacrificed	,	犧牲	,	犠牲に	,	희생	,
trust	,	相信	,	信頼	,	믿음	,
desire	,	慾望	,	欲望	,	염원	,
amount	,	量	,	量	,	양	,
tension	,	張力	,	テンション	,	장력	,
trouble	,	麻煩	,	トラブル	,	수고	,
possibility	,	可能性	,	可能性	,	가능성	,
transformation	,	轉型	,	変換	,	변환	,
there	,	那裡	,	そこ	,	그곳에	,
until	,	直到	,	まで	,	...까지	,
absolutely	,	絕對	,	全く	,	물론	,
empty	,	空	,	空の	,	빈	,
afraid	,	害怕	,	恐れ	,	두려워하여	,
congratulations	,	祝賀	,	おめでとう	,	축하합니다	,
sense	,	感	,	感覚	,	감각	,
unity	,	統一	,	団結	,	단일성	,
begins	,	開始	,	始まります	,	시작	,
sentence	,	句子	,	文	,	문장	,
evidence	,	證據	,	証拠	,	증거	,
concluding	,	結論	,	結論	,	결론	,
introduces	,	介紹	,	紹介	,	소개합니다	,
explanation	,	說明	,	説明	,	설명	,
summarize	,	總結	,	要約します	,	요약하다	,
encapsulate	,	封裝	,	カプセル化	,	캡슐화	,
organise	,	組織	,	整理	,	구성	,
entire	,	整個	,	全体	,	완전한	,
academic	,	學術的	,	アカデミック	,	학생	,
relaxed	,	輕鬆	,	リラックス	,	완화	,
approach	,	途徑	,	アプローチ	,	접근하다	,
immigration	,	移民	,	移民	,	이주	,
forward	,	前鋒	,	前方に	,	앞으로	,
argument	,	論據	,	引数	,	논의	,
putonghua	,	普通話	,	普通話	,	보통 화	,
compulsory	,	義務	,	強制	,	의무적 인	,
self-discipline	,	自律	,	自粛	,	자기 훈련	,
cooperation	,	合作	,	連携	,	협력	,
leadership	,	領導	,	リーダーシップ	,	지도	,
road	,	路	,	道路	,	도로	,
rage	,	憤怒	,	激怒	,	격노	,
dangerous	,	危險	,	危険な	,	위험한	,
victim	,	受害者	,	犠牲者	,	희생자	,
surrounding	,	周圍	,	囲繞	,	주위의	,
risk	,	風險	,	危険	,	위험	,
artificial	,	人造	,	人工的な	,	인공	,
intelligence	,	情報	,	インテリジェンス	,	지성	,
interpreting	,	解讀	,	通訳	,	통역	,
educational	,	教育性	,	教育の	,	교육적인	,
front	,	面前	,	フロント	,	앞	,
uniforms	,	制服	,	制服	,	유니폼	,
against	,	反對	,	に対して	,	에 맞서	,
evidence	,	證據	,	証拠	,	증거	,
suggest	,	建議	,	提案します	,	제안	,
tablet	,	片劑	,	タブレット	,	태블릿	,
decrease	,	減少	,	減少	,	감소	,
teen pregnancy	,	少女懷孕	,	十代の妊娠	,	십대 임신	,
involvement	,	參與	,	関与	,	참여	,
concluding	,	結論	,	結論	,	결론	,
dessert	,	甜點	,	デザート	,	디저트	,
previously	,	先前	,	以前に	,	이전	,
contain	,	包含	,	含む	,	있다	,
quality	,	質量	,	品質	,	품질	,
impact	,	碰撞	,	影響	,	타격	,
summary	,	摘要	,	概要	,	요약	,
argument	,	論據	,	引数	,	논의	,
restatement	,	重述	,	修正再表示	,	재 작성	,
implications	,	啟示	,	含意	,	의미	,
workplace	,	職場	,	職場	,	직장	,
another	,	另一個	,	別の	,	다른	,
information pass	,	信息通	,	情報パス	,	정보 통과	,
regular and routine report	,	定期和例行報告	,	定期的なルーチンのレポート	,	규칙적이고 일상적인 보고서	,
occasional report	,	偶爾的報告	,	臨時報告書	,	가끔 보고서	,
especially commissioned report	,	特別委託報告	,	特に委託報告書	,	특히 의뢰 보고서	,
highly valued	,	高度重視	,	高く評価されます	,	높은 가치	,
usually	,	平時	,	通常	,	보통	,
upward transmission	,	向上傳輸	,	上り送信	,	상향 전송	,
formal	,	正式	,	フォーマル	,	형식적인	,
appropriate vocabulary	,	適當的詞彙	,	適切な語彙	,	적절한 어휘	,
expressions	,	表達式	,	表現	,	표현	,
sentence	,	句子	,	文	,	문장	,
identifies area	,	識別區	,	識別エリア	,	식별 영역	,
investigation	,	調查	,	調査	,	조사	,
method	,	方法	,	方法	,	방법	,
procedure	,	程序	,	手順	,	순서	,
surveys	,	調查	,	アンケート	,	설문 조사	,
draft report	,	報告草案	,	草案	,	보고서 초안	,
proofread	,	校對	,	校正	,	교정 완료	,
improved	,	改善	,	改善	,	향상	,
submit	,	提交	,	参加する	,	제출	,
procedures	,	程序	,	手続き	,	절차	,
conclusion	,	結論	,	結論	,	결론	,
recommendations	,	建議	,	勧告	,	추천	,
description	,	描述	,	説明	,	기술	,
interpretation	,	解釋	,	解釈	,	해석	,
trends	,	趨勢	,	トレンド	,	동향	,
common	,	共同	,	一般	,	흔한	,
below	,	下面	,	未満	,	이하	,
useful	,	有用	,	有用	,	유능한	,
expressions	,	表達式	,	表現	,	표현	,
describe	,	描述	,	述べます	,	설명	,
trends	,	趨勢	,	トレンド	,	동향	,
to indicate	,	以表示	,	示すために、	,	표시하기	,
upward/downward movement	,	向上/向下運動	,	上方/下方への移動	,	상향 / 하향 이동	,
slightly	,	略	,	わずかに	,	약간	,
to drop	,	下降	,	落とす	,	하락	,
in (about) 2000	,	在（大約）2000	,	2000（約）	,	2000 (약)	,
since 1999	,	自1999年以來	,	1999年から	,	1999 년부터	,
for nearly ten years	,	近十年	,	ほぼ10年間、	,	거의 10 년 동안	,
between 2003 and 2005	,	2003年至2005年	,	2003年から2005年の間に	,	2003 년과 2005 년 사이	,
during the period 2003 to 2005	,	期間，2003  -  2005年	,	2005年までの期間2003中	,	2005 기간 2003 년	,
verb tenses	,	動詞時態	,	動詞の時制	,	동사 시제	,
present tense	,	現在時	,	現在時制	,	현재 시제	,
past tense	,	過去式	,	過去形	,	과거형	,
primary	,	主	,	主要	,	일 순위	,
passive voice	,	被動語態	,	受動態	,	수동태	,
approximation	,	近似	,	近似値	,	근사	,
graphs and trends	,	圖表和趨勢	,	グラフと傾向	,	그래프와 동향	,
adjective	,	形容詞	,	形容詞	,	형용사	,
adverb	,	副詞	,	副詞	,	부사	,
slight	,	輕微	,	わずかな	,	근소한	,
gradual/steady	,	逐步提高/穩步	,	緩やか/安定	,	점진적인 / 정상	,
sharp/dramatic/sudden drop	,	銳/戲劇/驟降	,	シャープ/ドラマチック/急激な低下	,	날카로운 / 드라마 / 급락	,
rose slightly	,	小幅上漲	,	わずかに上昇	,	약간 상승	,
verb tenses	,	動詞時態	,	動詞の時制	,	동사 시제	,
describing trends	,	描述趨勢	,	トレンドを記述する	,	동향을 설명	,
increased	,	增加	,	増加	,	증가	,
rapidly	,	急速	,	すばやく	,	빠르게	,
remained stable	,	保持穩定	,	残った安定	,	안정을 유지했다	,
present perfect tense	,	現在完成時	,	現在完了形	,	긴장 완벽한 선물	,
trend continues up	,	趨勢繼續下去了	,	傾向がアップし続けます	,	추세까지 계속	,
present	,	當下	,	現在	,	선물	,
plunged	,	暴跌	,	急落	,	급락	,
plummeted	,	暴跌	,	急落	,	급락	,
sharp decline	,	急劇下降	,	急激な減少	,	급락	,
steadily	,	穩步	,	どんどん	,	꾸준히	,
trends	,	趨勢	,	トレンド	,	동향	,
it can be seen from	,	它可以被看作	,	それから見ることができます	,	그것은 알 수있다	,
as is shown in	,	如在所示	,	ように示されています	,	로 나타낸다	,
according to	,	根據	,	による	,	에 따라	,
reveal/show/indicate	,	揭示/顯示/指示	,	指示/ /ショーを明らかにする	,	표시 / / 쇼 공개	,
a quarter	,	四分之一	,	四半期	,	분기	,
nearly two-thirds	,	近三分之二	,	ほぼ三分の二	,	거의 3 분의 2	,
almost three-quarter	,	近四分之三	,	ほぼ3四半期	,	거의 3 분기	,
about one-third	,	約三分之一	,	約1/3	,	3 분의 1에 대한	,
most/the majority of	,	大部分/大多數	,	ほとんどの/過半数	,	대부분의 / 대부분	,
nearly all	,	近乎全部	,	ほとんど	,	거의 모든	,
one in tenth	,	一個在第十	,	第十中1	,	열째 한	,
approximation	,	近似	,	近似値	,	근사	,
exactly	,	究竟	,	丁度	,	바로 그거죠	,
about / approximately / almost / nearly	,	大約/大約/差不多/近	,	程度/約/ほとんど/ほぼ	,	약 / 약 / 약 / 약	,
more than / less than / fewer than	,	大於/小於/大於更少	,	以上未満/未満/より	,	이상 / 이하보다 /보다 적은	,
(just) over / under	,	（只是）上/下	,	（ただ）オーバー/アンダー	,	(단지) 이상 / 아래	,
30 people out of a total of 90	,	30人在總共90	,	90の合計のうち30人	,	총 90 중 30명	,
43 out of 80	,	43出來的80	,	80のうち43	,	80 (43) 밖으로	,
the procedure section	,	程序段	,	手順セクション	,	절차 섹션	,
gathered between	,	之間聚集	,	間で集まりました	,	사이에 모여	,
primary data	,	主要數據	,	一次データ	,	기본 데이터	,
interviewing	,	面試	,	面接	,	인터뷰	,
overseas	,	海外	,	海外の	,	해외로	,
above	,	以上	,	上記	,	위의	,
surveyed	,	調查	,	調査	,	조사	,
determine	,	確定	,	定めます	,	결정	,
procedure	,	程序	,	手順	,	순서	,
predominate	,	佔主導地位	,	優勢な	,	우세	,
passive voice	,	被動語態	,	受動態	,	수동태	,
indicate	,	表明	,	示す	,	가리키다	,
tourists	,	遊客	,	観光客	,	관광객	,
infrastructure	,	基礎設施	,	インフラ	,	하부 구조	,
estimated	,	估計	,	推定	,	추정	,
population	,	人口	,	人口	,	인구	,
regularly purchase mineral water	,	經常購買礦泉水	,	定期的にミネラルウォーターを購入	,	정기적으로 미네랄 워터를 구입	,
favourable	,	有利	,	好ましい	,	유리한	,
indicates	,	指示	,	示しています	,	표시	,
scheme	,	方案	,	スキーム	,	계획	,